,SAMPN,RESTY,HHSIZ,HHLIC,INCOM_R,HHVEH_R
12203,3564265,1,4,2,2,2
12204,3564310,1,4,2,2,2
12205,3564338,1,2,2,3,3
12206,3564350,1,3,2,4,2
12207,3564371,1,4,2,4,3
12208,3564383,1,4,3,9,3
12209,3564391,1,2,1,2,1
12210,3564393,1,2,2,3,3
12211,3564507,1,2,2,4,3
12212,3564517,1,2,2,9,2
12213,3564605,1,2,2,4,2
12214,3564631,2,2,2,4,2
12215,3564635,1,2,2,1,3
12216,3564675,1,6,3,4,2
12217,3564696,2,2,2,1,1
12218,3564715,1,2,2,2,2
12219,3564768,1,2,2,2,3
12220,3564769,1,2,2,3,1
12221,3564792,1,4,3,4,3
12222,3564809,1,3,3,3,3
12223,3564817,1,2,2,4,2
12224,3564830,1,3,3,4,3
12225,3564859,1,2,2,2,3
12226,3564886,1,3,3,4,3
12227,3564892,1,3,3,2,3
12228,3564901,1,5,2,4,2
12229,3564904,1,2,2,4,2
12230,3564906,1,1,1,2,1
12231,3564998,1,2,2,4,2
12232,3565039,1,2,2,4,2
12233,3565051,1,2,2,3,2
12234,3565062,1,4,2,3,2
12235,3565093,1,2,2,2,3
12236,3565097,1,5,2,3,2
12237,3565114,1,2,2,4,2
12238,3565126,1,3,2,2,2
12239,3565157,1,4,2,4,2
12240,3565241,1,2,2,4,2
12241,3565246,2,1,1,2,2
12242,3565260,1,4,2,2,2
12243,3565298,1,2,2,4,3
12244,3565312,1,3,2,3,2
12245,3565385,1,4,2,4,3
12246,3565440,1,3,2,3,2
12247,3565462,1,3,3,4,3
12248,3565513,1,2,2,3,2
12249,3565540,1,2,2,9,2
12250,3565553,1,2,2,4,2
12251,3565570,1,2,2,2,2
12252,3565672,2,1,1,3,1
12253,3565691,1,2,2,2,2
12254,3565759,1,2,2,4,3
12255,3565775,1,5,2,3,2
12256,3565780,2,1,1,2,1
12257,3565788,1,4,2,4,2
12258,3565874,2,1,0,2,0
12259,3565938,1,5,2,2,3
12260,3565947,1,2,2,3,2
12261,3565949,2,2,1,2,0
12262,3565962,2,1,1,3,1
12263,3565985,1,3,2,3,2
12264,3566029,1,4,2,3,2
12265,3566052,1,3,2,4,2
12266,3566109,1,2,2,9,3
12267,3566157,1,3,2,4,2
12268,3566187,1,1,1,1,1
12269,3566209,1,5,3,4,2
12270,3566211,1,2,2,4,2
12271,3566230,1,3,2,2,3
12272,3566247,1,3,2,4,3
12273,3566293,1,2,1,2,1
12274,3566321,2,1,1,9,1
12275,3566343,1,4,3,4,3
12276,3566346,1,2,1,2,1
12277,3566393,1,1,1,3,1
12278,3566412,1,2,2,4,2
12279,3566432,2,2,1,2,2
12280,3566526,1,2,2,3,2
12281,3566549,2,5,1,3,1
12282,3566592,1,4,2,4,3
12283,3566609,1,3,3,4,3
12284,3566635,1,2,2,4,2
12285,3566650,1,2,2,2,2
12286,3566659,1,3,3,4,3
12287,3566710,1,2,2,4,2
12288,3566730,1,2,2,2,2
12289,3566741,1,2,2,9,3
12290,3566758,1,2,2,2,2
12291,3566821,1,3,2,2,2
12292,3566882,1,3,2,3,3
12293,3566932,1,2,2,9,2
12294,3566962,1,3,3,4,3
12295,3566967,2,1,1,2,1
12296,3567015,1,2,2,4,2
12297,3567025,1,3,2,2,2
12298,3567031,1,2,2,1,2
12299,3567096,1,2,2,2,2
12300,3567148,1,5,2,4,3
12301,3567153,2,1,1,2,1
12302,3567168,1,2,2,4,2
12303,3567202,1,2,2,2,2
12304,3567229,2,2,2,3,1
12305,3567251,1,3,3,4,3
12306,3567312,2,1,1,1,1
12307,3567318,1,1,1,2,2
12308,3567339,1,4,2,4,2
12309,3567352,1,3,2,9,3
12310,3567377,1,3,1,4,1
12311,3567391,2,1,0,1,0
12312,3567401,1,1,1,9,1
12313,3567418,1,2,2,4,2
12314,3567434,2,1,1,2,1
12315,3567442,1,3,2,4,2
12316,3567448,1,3,2,2,3
12317,3567559,1,2,2,4,2
12318,3567570,1,4,2,4,2
12319,3567640,1,3,2,2,2
12320,3567678,1,2,2,4,3
12321,3567683,1,2,2,3,2
12322,3567749,2,1,1,1,1
12323,3567750,1,1,1,9,2
12324,3567789,1,4,2,2,2
12325,3567813,1,2,2,2,2
12326,3567867,1,2,2,4,2
12327,3567922,1,5,3,2,3
12328,3567937,2,1,1,1,1
12329,3567970,1,3,3,4,3
12330,3567980,1,3,2,4,2
12331,3568009,1,3,2,2,2
12332,3568070,1,5,2,3,2
12333,3568128,1,2,2,4,2
12334,3568139,1,6,2,2,2
12335,3568219,1,4,3,4,3
12336,3568237,1,2,2,4,1
12337,3568244,1,2,2,4,2
12338,3568265,1,2,2,2,3
12339,3568310,1,2,2,2,3
12340,3568314,1,4,3,4,3
12341,3568315,2,1,0,1,0
12342,3568325,1,2,2,3,2
12343,3568359,1,1,1,1,2
12344,3568373,1,2,2,4,3
12345,3568416,2,1,1,2,1
12346,3568421,1,2,2,4,2
12347,3568423,1,2,1,4,0
12348,3568437,1,1,1,3,2
12349,3568438,2,1,1,2,1
12350,3568489,1,3,1,4,1
12351,3568493,1,4,4,4,3
12352,3568521,2,1,1,2,1
12353,3568546,1,2,2,4,2
12354,3568563,1,3,2,3,2
12355,3568632,1,4,4,4,3
12356,3568635,1,1,1,1,0
12357,3568764,1,5,2,1,2
12358,3568773,2,2,2,4,2
12359,3568806,1,3,3,4,2
12360,3568809,2,1,0,2,0
12361,3568835,1,6,3,4,3
12362,3568855,1,3,3,2,3
12363,3568859,2,1,1,1,1
12364,3568865,2,1,1,2,1
12365,3568880,1,4,2,4,3
12366,3568925,2,1,1,2,1
12367,3568945,1,2,2,4,3
12368,3568987,2,1,1,1,0
12369,3569054,2,2,1,2,0
12370,3569228,2,1,0,1,0
12371,3569382,2,1,0,1,0
12372,3569437,2,2,1,2,0
12373,3569461,2,3,0,1,0
12374,3569605,1,1,1,2,1
12375,3569660,1,2,2,2,1
12376,3569669,2,1,0,1,0
12377,3569739,2,1,0,3,0
12378,3569779,2,1,1,2,2
12379,3569965,2,1,1,2,0
12380,3570021,2,1,1,2,0
12381,3570200,2,4,2,2,1
12382,3570442,2,1,1,4,0
12383,3570621,2,1,0,2,0
12384,3570728,2,2,2,3,1
12385,3570820,2,1,1,4,1
12386,3570831,2,1,1,1,0
12387,3570973,2,3,1,2,1
12388,3571347,2,1,0,1,0
12389,3571819,2,1,0,4,0
12390,3572064,2,1,1,3,0
12391,3572161,2,1,1,3,0
12392,3572921,1,4,2,4,2
12393,3573013,2,1,1,4,0
12394,3573117,1,3,1,9,1
12395,3573177,1,1,1,9,0
12396,3573195,2,2,1,2,1
12397,3573249,2,1,1,3,0
12398,3573389,2,1,1,1,0
12399,3573717,2,1,1,2,0
12400,3573793,2,4,3,3,1
12401,3573804,2,1,0,1,0
12402,3574198,2,2,2,4,1
12403,3574324,2,2,2,2,0
12404,3574400,2,1,1,3,1
12405,3574539,2,1,1,1,0
12406,3574601,2,3,0,2,0
12407,3574746,2,1,0,1,0
12408,3574871,2,1,1,2,0
12409,3575049,2,2,2,4,1
12410,3575124,2,1,1,3,1
12411,3575507,2,2,2,2,1
12412,3575646,2,2,0,1,0
12413,3575783,2,1,1,2,0
12414,3576088,2,5,1,2,1
12415,3576127,2,2,1,2,1
12416,3576131,2,1,0,1,0
12417,3576737,2,2,1,2,0
12418,3577065,3,1,1,9,0
12419,3577982,2,1,1,3,0
12420,3577998,2,1,1,2,0
12421,3578108,2,1,1,1,0
12422,3578142,2,1,0,1,0
12423,3578152,2,1,1,2,0
12424,3578178,2,2,1,2,0
12425,3578217,2,1,1,1,0
12426,3578948,2,1,1,3,0
12427,3578976,2,2,0,1,0
12428,3579022,2,1,0,1,0
12429,3579179,1,1,1,2,1
12430,3579441,2,1,1,1,1
12431,3579627,2,3,2,2,0
12432,3579670,2,1,0,2,0
12433,3579817,2,1,0,1,0
12434,3580139,2,2,1,4,0
12435,3580204,2,4,0,4,0
12436,3580366,2,2,2,1,2
12437,3580435,2,3,2,9,0
12438,3580581,2,1,1,3,0
12439,3581210,2,2,2,2,1
12440,3581227,2,2,1,2,0
12441,3581249,2,3,0,1,0
12442,3581305,2,2,1,1,1
12443,3581389,2,1,0,1,0
12444,3581598,2,2,0,1,0
12445,3581808,2,2,1,2,0
12446,3581987,2,2,2,9,0
12447,3582127,2,3,1,1,0
12448,3582553,2,2,2,4,2
12449,3582653,2,1,1,2,1
12450,3582789,2,2,2,9,1
12451,3582884,2,3,1,1,0
12452,3583171,2,2,2,4,2
12453,3583661,2,1,1,1,1
12454,3583841,1,1,0,1,0
12455,3583874,2,3,1,2,1
12456,3583882,1,1,0,1,0
12457,3583999,2,1,1,2,1
12458,3584229,2,1,1,4,0
12459,3584458,2,3,2,2,2
12460,3584759,2,1,1,2,0
12461,3584837,2,1,1,1,0
12462,3585016,2,2,2,4,0
12463,3585131,2,2,2,4,2
12464,3585304,2,2,0,1,0
12465,3585441,2,1,1,4,1
12466,3585857,2,1,0,2,0
12467,3585926,2,2,1,1,2
12468,3586026,2,1,1,2,1
12469,3586056,2,2,1,4,1
12470,3586091,2,3,2,4,1
12471,3586210,2,2,1,4,1
12472,3586294,2,4,3,2,1
12473,3586470,2,1,1,2,0
12474,3586525,2,1,1,2,0
12475,3586836,2,3,2,2,1
12476,3586907,2,1,0,2,1
12477,3587369,2,3,2,4,1
12478,3587744,2,1,1,2,1
12479,3587919,2,1,1,2,1
12480,3587993,2,3,0,2,0
12481,3588150,1,4,2,3,1
12482,3588604,2,1,0,1,0
12483,3588639,2,3,1,3,1
12484,3588928,2,1,1,1,1
12485,3589001,2,1,1,3,1
12486,3589012,2,1,0,1,0
12487,3589106,2,1,1,1,0
12488,3589582,8,2,0,1,0
12489,3589671,2,6,1,9,1
12490,3589726,2,4,1,2,2
12491,3590057,2,1,0,1,1
12492,3590356,2,3,1,2,1
12493,3590375,2,1,1,2,1
12494,3590682,1,2,1,4,1
12495,3590837,2,1,1,9,2
12496,3590941,2,4,2,4,1
12497,3591189,1,4,2,4,2
12498,3591264,2,1,0,1,0
12499,3591331,1,4,2,4,2
12500,3591475,1,2,2,4,2
12501,3591916,2,2,1,4,1
12502,3591930,1,3,2,2,2
12503,3591984,1,2,1,1,1
12504,3592003,2,1,1,2,1
12505,3592089,2,1,1,3,1
12506,3592166,1,3,2,4,3
12507,3592251,2,3,2,4,2
12508,3592552,1,2,2,3,2
12509,3592919,1,2,0,3,0
12510,3592921,2,2,2,4,2
12511,3592922,1,2,2,2,2
12512,3592999,2,2,1,3,1
12513,3593136,2,1,1,1,0
12514,3593305,2,1,1,1,1
12515,3593511,1,3,2,4,2
12516,3593593,2,1,1,1,0
12517,3593604,1,5,2,3,2
12518,3593629,2,1,0,2,0
12519,3593641,2,2,2,4,0
12520,3593886,2,2,2,4,2
12521,3594155,2,3,1,3,1
12522,3594246,2,1,1,3,1
12523,3594521,2,2,2,2,1
12524,3594550,1,4,2,4,3
12525,3594617,2,1,1,2,1
12526,3594663,1,2,2,4,2
12527,3594683,1,2,1,4,2
12528,3594686,1,2,2,4,2
12529,3594778,8,3,2,1,1
12530,3594803,2,1,1,1,1
12531,3595295,2,2,2,4,0
12532,3595422,2,1,1,1,0
12533,3595454,1,2,1,3,2
12534,3595865,1,1,1,3,1
12535,3595920,2,1,1,2,0
12536,3596068,2,1,1,9,0
12537,3596308,2,1,1,1,0
12538,3596586,1,2,2,3,2
12539,3596653,2,2,0,1,0
12540,3596706,2,1,1,4,2
12541,3596761,2,1,0,1,0
12542,3596939,2,2,2,4,2
12543,3596958,2,3,1,4,1
12544,3597142,2,2,2,4,1
12545,3597165,9,3,1,9,0
12546,3597396,8,2,2,4,2
12547,3597568,1,2,1,2,1
12548,3597641,2,3,2,3,0
12549,3597914,2,1,0,2,0
12550,3597960,2,1,1,2,0
12551,3598751,1,3,1,4,1
12552,3598991,1,4,2,3,2
12553,3599209,2,1,1,2,1
12554,3599290,1,3,3,4,2
12555,3599454,2,2,2,4,3
12556,3599486,1,2,2,9,2
12557,3599768,2,1,1,4,0
12558,3599786,2,1,1,2,0
12559,3599912,1,3,2,4,2
12560,3600089,2,1,0,3,0
12561,3600135,2,1,0,1,0
12562,3600249,1,3,3,9,3
12563,3600521,2,1,1,1,0
12564,3600572,2,2,2,2,0
12565,3600660,1,1,1,2,1
12566,3600680,2,1,1,9,1
12567,3600705,2,1,1,4,0
12568,3600766,2,1,1,3,0
12569,3600885,2,1,1,1,0
12570,3600890,2,1,1,4,0
12571,3601029,2,1,1,4,0
12572,3601109,2,1,1,9,1
12573,3601208,2,2,2,4,2
12574,3601286,2,5,4,2,2
12575,3601739,2,1,1,2,1
12576,3601830,2,1,0,1,0
12577,3601934,1,1,1,2,0
12578,3602329,2,2,1,2,1
12579,3602479,2,1,1,2,0
12580,3602646,2,2,0,1,0
12581,3602662,2,2,1,2,0
12582,3602884,2,1,1,1,1
12583,3602892,2,4,1,2,1
12584,3602999,2,2,2,2,1
12585,3603238,2,1,0,1,0
12586,3603350,2,5,5,1,0
12587,3603541,2,2,0,1,0
12588,3603553,2,1,1,4,1
12589,3603654,2,1,1,1,0
12590,3603754,2,5,1,1,1
12591,3604032,2,2,1,1,0
12592,3604177,2,1,0,1,0
12593,3604207,2,1,0,1,0
12594,3604267,2,1,0,1,0
12595,3604587,2,1,1,3,0
12596,3604662,2,1,0,1,0
12597,3604913,2,3,1,2,0
12598,3605241,2,2,0,1,0
12599,3605522,2,2,1,2,1
12600,3605626,2,2,1,2,0
12601,3605691,2,1,1,1,0
12602,3606345,2,2,2,4,0
12603,3606551,2,1,1,2,1
12604,3606561,2,4,1,1,1
12605,3606570,2,2,0,1,0
12606,3606646,2,1,1,9,0
12607,3606725,2,3,2,2,0
12608,3606747,2,1,0,1,0
12609,3607174,1,3,2,3,1
12610,3607401,2,2,1,1,0
12611,3607689,1,1,1,1,1
12612,3608291,1,4,1,1,1
12613,3608605,2,2,1,4,1
12614,3608950,2,4,0,2,0
12615,3608954,2,3,1,4,1
12616,3609222,1,2,2,4,2
12617,3609343,2,2,2,2,0
12618,3609376,2,2,2,4,0
12619,3609523,2,2,2,4,0
12620,3609551,2,1,1,2,0
12621,3609686,2,2,2,3,0
12622,3609690,2,1,0,1,0
12623,3609754,2,2,2,2,0
12624,3609835,2,1,1,2,0
12625,3610031,2,3,2,4,2
12626,3610135,2,1,1,3,0
12627,3610316,2,2,0,1,0
12628,3610390,1,4,2,4,2
12629,3610432,2,2,2,4,1
12630,3610527,2,2,2,3,0
12631,3610570,2,2,0,1,0
12632,3610766,2,1,1,1,0
12633,3610803,1,2,0,1,0
12634,3610993,2,2,2,4,1
12635,3611124,2,2,2,4,1
12636,3611219,2,2,1,1,0
12637,3611239,2,1,1,4,1
12638,3611274,2,2,1,4,0
12639,3611358,2,2,2,4,1
12640,3611385,2,1,0,1,0
12641,3611432,2,1,1,3,0
12642,3611446,2,4,2,2,1
12643,3611585,2,1,1,2,1
12644,3611607,2,1,1,9,0
12645,3611663,2,2,2,4,0
12646,3611743,2,2,1,2,1
12647,3612058,2,1,1,3,0
12648,3612135,2,1,1,4,0
12649,3612277,2,1,1,2,0
12650,3612289,1,2,2,2,3
12651,3612346,2,3,2,3,1
12652,3612358,2,1,0,3,0
12653,3612445,2,4,2,2,1
12654,3612826,1,2,2,3,2
12655,3612832,1,2,1,2,1
12656,3613031,1,2,2,2,1
12657,3613462,1,6,2,2,2
12658,3613553,1,2,2,2,2
12659,3613957,2,1,1,2,1
12660,3614011,1,3,1,1,0
12661,3614016,1,4,2,3,2
12662,3614178,2,3,0,2,0
12663,3614202,2,2,2,2,2
12664,3617651,1,3,2,4,2
12665,3619910,2,1,0,1,0
12666,3620310,1,2,2,4,3
12667,3622297,2,2,2,3,1
12668,3622310,2,2,2,2,1
12669,3622973,2,3,2,4,1
12670,3623163,1,4,4,3,3
12671,3626353,1,5,2,9,2
12672,3627135,2,2,1,4,1
12673,3628131,1,3,2,2,2
12674,3628564,2,5,3,4,1
12675,3630042,2,2,2,4,2
12676,3633335,1,2,2,2,2
12677,3633805,1,2,2,4,3
12678,3634057,1,2,1,2,2
12679,3634519,2,2,2,4,1
12680,3635098,1,4,2,4,2
12681,3635133,2,2,2,2,1
12682,3635179,1,2,2,2,2
12683,3635887,2,4,2,2,2
12684,3636346,1,2,2,4,2
12685,3638489,1,2,2,2,1
12686,3638954,1,4,2,2,2
12687,3639133,2,1,1,2,1
12688,3639345,2,3,2,4,1
12689,3639420,2,1,0,1,0
12690,3640021,2,3,2,4,1
12691,3640591,1,4,2,4,2
12692,3642980,1,3,2,1,1
12693,3643763,2,1,1,4,1
12694,3644599,2,2,2,2,1
12695,3645446,2,2,2,4,0
12696,3646227,2,2,2,9,1
12697,3646502,2,1,1,1,1
12698,3646535,2,2,1,2,1
12699,3647674,2,3,2,2,2
12700,3648514,1,1,0,1,1
12701,3649423,2,1,1,2,1
12702,3649425,1,4,2,4,3
12703,3651506,1,6,2,3,2
12704,3653691,8,3,2,4,2
12705,3654217,1,4,2,4,2
12706,3654239,1,3,3,3,3
12707,3654268,1,5,2,4,3
12708,3654318,1,2,2,4,3
12709,3654410,1,1,1,2,1
12710,3654461,1,1,1,2,1
12711,3654664,1,3,2,1,2
12712,3654691,1,1,1,2,2
12713,3654727,2,2,2,4,2
12714,3654747,2,4,2,2,2
12715,3654774,1,2,2,3,3
12716,3654804,1,2,2,4,2
12717,3654877,1,2,2,4,2
12718,3654881,1,1,1,2,1
12719,3654896,1,3,3,1,2
12720,3654918,2,1,1,2,1
12721,3654938,1,2,2,2,2
12722,3654962,1,5,2,9,3
12723,3654990,1,2,2,2,2
12724,3655070,1,2,2,9,2
12725,3655140,1,3,3,2,3
12726,3655143,2,1,1,4,1
12727,3655225,1,1,1,2,3
12728,3655247,1,2,1,2,1
12729,3655318,1,5,3,4,3
12730,3655332,1,1,1,3,2
12731,3655437,1,2,2,2,2
12732,3655445,1,2,2,4,1
12733,3655488,1,8,2,1,2
12734,3655553,1,5,2,3,2
12735,3655617,1,4,2,4,2
12736,3655628,1,2,2,3,1
12737,3655713,2,1,1,1,1
12738,3655766,2,1,1,1,1
12739,3655780,1,2,2,4,2
12740,3655793,1,2,2,2,2
12741,3655796,1,2,2,4,2
12742,3655877,1,2,2,4,2
12743,3656145,2,1,1,2,2
12744,3656164,1,4,3,4,1
12745,3656195,1,2,2,4,2
12746,3656272,1,5,2,4,2
12747,3656282,2,1,1,3,0
12748,3656289,2,2,1,3,1
12749,3656435,2,2,1,4,0
12750,3656464,2,1,0,1,0
12751,3656489,2,1,1,2,1
12752,3656578,2,2,0,9,0
12753,3656640,2,2,2,4,1
12754,3656651,1,2,2,3,2
12755,3656694,1,3,2,4,2
12756,3656720,2,4,1,1,0
12757,3656763,1,2,1,1,1
12758,3656786,1,2,2,4,2
12759,3657017,2,1,1,3,1
12760,3657138,2,4,1,2,0
12761,3657203,1,2,1,2,1
12762,3657276,1,2,2,2,3
12763,3657435,1,3,2,4,2
12764,3657460,1,3,3,4,3
12765,3657547,1,2,2,3,3
12766,3657591,1,1,1,1,1
12767,3657623,2,1,1,4,1
12768,3657948,1,3,1,3,2
12769,3658010,1,2,2,3,2
12770,3658013,2,1,1,9,0
12771,3658036,1,2,1,2,1
12772,3658103,2,1,1,9,0
12773,3658125,1,2,2,1,2
12774,3658252,1,2,2,1,1
12775,3658288,2,4,3,2,0
12776,3658321,2,1,1,4,1
12777,3658396,1,2,1,2,2
12778,3658542,1,2,2,1,2
12779,3658573,2,3,2,2,0
12780,3658583,1,5,3,9,3
12781,3658597,1,1,1,4,2
12782,3658608,1,1,0,4,0
12783,3658657,2,1,1,2,0
12784,3658716,1,5,3,4,3
12785,3658725,2,2,2,4,1
12786,3658906,2,1,0,1,0
12787,3658907,1,3,2,4,3
12788,3659042,1,1,1,4,1
12789,3659134,1,3,2,4,2
12790,3659223,1,2,2,2,1
12791,3659315,1,3,3,3,3
12792,3659462,1,1,1,9,1
12793,3659588,1,3,3,4,3
12794,3659592,1,2,2,4,2
12795,3659723,1,2,2,2,2
12796,3659865,1,2,2,4,2
12797,3659878,2,4,2,9,2
12798,3659953,2,1,1,2,1
12799,3659959,2,2,2,4,2
12800,3659977,2,2,1,2,1
12801,3660017,2,1,1,3,0
12802,3660038,2,1,0,4,0
12803,3660042,1,1,1,2,1
12804,3660173,1,1,1,2,1
12805,3660178,2,1,1,2,1
12806,3660192,2,1,1,2,1
12807,3660220,2,1,0,1,0
12808,3660276,2,2,2,3,0
12809,3660284,2,4,2,2,1
12810,3660310,1,1,1,9,1
12811,3660341,1,3,3,4,3
12812,3660346,1,4,0,1,0
12813,3660362,2,1,1,4,0
12814,3660390,1,3,3,4,2
12815,3660438,1,4,2,4,2
12816,3660460,2,2,1,2,0
12817,3660465,2,1,1,1,1
12818,3660474,2,1,1,2,1
12819,3660560,2,4,0,4,0
12820,3660582,2,1,1,2,1
12821,3660612,1,2,2,3,2
12822,3660629,2,1,1,4,0
12823,3660765,2,1,1,2,0
12824,3660799,1,2,2,4,2
12825,3660840,1,3,2,1,1
12826,3660871,2,1,1,4,0
12827,3660894,2,3,2,2,2
12828,3660905,2,2,1,2,0
12829,3660945,2,2,2,1,0
12830,3661006,2,1,1,4,1
12831,3661090,2,6,2,1,0
12832,3661112,1,2,1,2,0
12833,3661144,2,1,0,3,0
12834,3661199,2,1,0,1,0
12835,3661267,2,2,1,1,0
12836,3661295,2,1,0,1,0
12837,3661327,2,1,0,1,0
12838,3661362,2,2,2,4,2
12839,3661480,2,1,1,3,1
12840,3661486,1,1,1,2,1
12841,3661860,2,1,0,1,0
12842,3661948,2,4,2,2,1
12843,3662001,2,1,0,1,0
12844,3662014,2,3,0,1,0
12845,3662056,2,1,1,2,1
12846,3662070,2,2,2,9,1
12847,3662117,2,1,0,1,1
12848,3662198,2,1,0,1,0
12849,3662265,2,1,1,2,1
12850,3662272,2,3,1,1,1
12851,3662392,2,3,2,2,1
12852,3662465,1,1,1,1,1
12853,3662632,1,2,1,1,0
12854,3662678,2,1,1,2,1
12855,3662692,2,2,2,1,0
12856,3662770,2,2,0,1,0
12857,3662839,2,1,1,2,1
12858,3662897,2,3,1,3,0
12859,3663006,2,4,2,4,1
12860,3663128,2,2,2,2,0
12861,3663201,2,1,1,2,1
12862,3663303,1,5,2,2,1
12863,3663531,1,5,1,2,2
12864,3663540,2,1,0,1,0
12865,3663691,2,1,0,2,0
12866,3663812,1,4,4,4,3
12867,3663821,2,2,2,1,2
12868,3663836,1,2,2,1,1
12869,3663876,1,2,2,4,2
12870,3664110,2,4,1,2,1
12871,3664214,1,1,1,4,1
12872,3664318,1,4,2,3,2
12873,3664330,2,1,1,3,1
12874,3664349,2,1,1,4,0
12875,3664356,2,1,0,1,0
12876,3664392,1,2,2,2,1
12877,3664406,2,3,2,3,2
12878,3664496,1,3,2,4,3
12879,3664505,2,2,1,4,0
12880,3664514,2,1,1,4,1
12881,3664577,2,2,1,2,1
12882,3664681,2,1,1,1,0
12883,3664691,2,1,1,2,0
12884,3664695,2,1,1,9,0
12885,3664706,2,3,1,4,0
12886,3664786,2,1,1,2,0
12887,3664812,2,2,2,4,1
12888,3664814,1,1,1,4,1
12889,3664839,2,4,2,4,0
12890,3664867,2,2,1,1,0
12891,3664869,2,3,3,4,0
12892,3664906,2,2,2,4,1
12893,3664930,2,1,1,4,0
12894,3665075,2,2,2,4,1
12895,3665208,2,1,1,2,1
12896,3665235,2,3,2,4,1
12897,3665260,2,3,2,2,1
12898,3665295,2,4,2,4,0
12899,3665344,2,2,2,4,1
12900,3665353,2,3,2,4,1
12901,3665449,2,1,1,1,0
12902,3665495,2,1,1,3,1
12903,3665533,2,1,0,1,0
12904,3665577,1,2,2,2,3
12905,3665637,2,3,2,4,1
12906,3665643,2,2,2,3,1
12907,3665733,2,1,1,2,0
12908,3665734,1,3,2,9,2
12909,3665831,2,1,1,2,0
12910,3665847,1,3,2,4,2
12911,3665881,2,2,2,9,2
12912,3665955,2,1,1,1,0
12913,3666069,2,3,0,1,0
12914,3666090,2,2,2,4,1
12915,3666135,2,1,1,4,1
12916,3666173,2,1,0,9,0
12917,3666176,2,1,0,2,0
12918,3666178,1,1,1,3,1
12919,3666214,2,2,2,4,2
12920,3666218,2,1,0,1,0
12921,3666270,2,2,2,2,1
12922,3666290,2,1,1,3,1
12923,3666329,1,1,0,9,0
12924,3666413,1,3,2,4,3
12925,3666424,2,3,1,4,1
12926,3666429,1,2,2,3,3
12927,3666495,1,2,2,4,1
12928,3666512,1,4,3,4,2
12929,3666603,1,4,2,4,1
12930,3666611,1,5,2,4,2
12931,3666663,2,2,1,2,1
12932,3666685,2,1,0,9,0
12933,3666793,1,5,2,3,2
12934,3666826,1,4,2,2,2
12935,3666842,1,2,1,1,1
12936,3666895,2,1,1,2,0
12937,3666957,2,2,0,1,0
12938,3667031,1,1,1,9,1
12939,3667045,1,1,1,4,2
12940,3667047,2,1,1,4,1
12941,3667131,2,1,0,1,0
12942,3667141,2,2,2,9,2
12943,3667292,2,1,1,1,1
12944,3667319,1,3,2,4,2
12945,3667350,1,1,1,2,1
12946,3667416,1,3,2,4,2
12947,3667444,1,2,2,4,2
12948,3667681,2,3,1,4,1
12949,3667698,1,1,1,9,1
12950,3667766,1,2,1,1,1
12951,3667983,1,1,1,1,1
12952,3668013,1,2,2,2,1
12953,3668106,1,2,2,4,2
12954,3668110,1,2,2,2,2
12955,3668132,1,3,2,2,2
12956,3668134,2,2,2,2,2
12957,3668216,1,3,3,2,3
12958,3668253,1,3,2,4,2
12959,3668315,1,1,0,2,0
12960,3668322,2,2,1,2,1
12961,3668339,2,2,2,9,1
12962,3668363,1,2,2,4,2
12963,3668382,2,1,1,1,1
12964,3668390,1,3,3,2,3
12965,3668460,1,4,2,3,3
12966,3668654,2,1,0,2,0
12967,3668744,1,4,2,2,2
12968,3668752,1,1,0,1,0
12969,3668763,2,3,2,3,2
12970,3668876,1,1,1,4,1
12971,3668922,2,1,1,1,1
12972,3668936,1,2,2,4,2
12973,3668953,1,2,2,4,1
12974,3668961,1,5,2,2,2
12975,3669069,1,2,2,2,2
12976,3669128,1,1,1,3,2
12977,3669219,1,1,1,4,1
12978,3669272,2,1,1,1,0
12979,3669316,1,1,1,9,1
12980,3669342,1,1,1,9,2
12981,3669486,2,2,1,2,1
12982,3669499,2,3,3,4,2
12983,3669701,1,2,2,3,3
12984,3669768,2,1,1,1,0
12985,3669794,2,2,0,1,0
12986,3669813,1,4,2,4,2
12987,3669843,1,2,2,4,3
12988,3669867,1,7,4,2,3
12989,3669944,1,2,2,3,2
12990,3669970,2,1,0,1,0
12991,3669991,1,2,2,4,2
12992,3670002,1,3,2,4,2
12993,3670032,1,2,2,4,2
12994,3670038,1,1,1,1,1
12995,3670088,1,3,2,4,2
12996,3670098,1,2,2,3,2
12997,3670122,1,2,2,2,2
12998,3670124,2,1,1,2,1
12999,3670170,1,2,2,9,2
13000,3670327,2,1,0,1,0
13001,3670329,1,4,4,4,3
13002,3670358,1,1,1,4,2
13003,3670375,2,3,1,2,0
13004,3670388,1,2,2,1,2
13005,3670416,1,4,2,4,2
13006,3670426,1,4,2,1,3
13007,3670565,2,2,1,1,0
13008,3670643,1,2,1,4,1
13009,3670670,1,1,1,4,1
13010,3670770,2,1,1,1,1
13011,3670814,2,1,0,2,0
13012,3670905,1,5,2,2,2
13013,3670944,1,2,2,4,3
13014,3670960,1,2,2,4,3
13015,3671019,1,4,3,3,3
13016,3671023,2,1,1,1,1
13017,3671032,1,4,3,4,3
13018,3671036,1,2,2,4,2
13019,3671127,1,3,2,2,2
13020,3671149,1,3,2,2,3
13021,3671159,2,1,1,9,1
13022,3671176,1,5,2,4,2
13023,3671183,1,2,2,4,2
