,SAMPN,CTFIP,BIN,RESTY,HHSIZ,INCOM,HHVEH,HHSTU,HHWRK,HHLIC,HHCHD,PARTIAL,HH1,HCITY,HCITY_PL,HCITY_MCD,HSTATE,HZIP,HTAZ,HTRACT,GEO_GROUP1,HHSIZ_R,INCOM_R,HHVEH_R,HHSTRUC
159,3004324,36061,20,2,1,2,0,0,1,1,0,1,191.21739,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10022,140,36061010601,1,1,1,0,4
160,3004377,36061,10,2,1,1,0,0,0,0,0,1,497.75,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10011,72,36061008700,1,1,1,0,6
161,3004404,36081,4,2,2,8,2,0,2,2,0,1,793.0,QUEENS,NEW YORK CITY,Queens borough,NY,11101,362,36081000700,2,2,4,2,2
162,3004432,34021,9,1,2,3,4,0,2,2,0,1,513.2,TRENTON,WHITE HORSE CDP,Hamilton township,NJ,8610,3574,34021002500,12,2,2,3,2
163,3004471,36047,8,2,2,1,0,1,1,0,1,1,902.0,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11233,1140,36047029900,2,2,1,0,3
164,3004475,34029,13,1,3,4,2,1,1,2,1,1,212.11111,POINT PLEASANT BEACH,POINT PLEASANT BOROUGH,Point Pleasant borough,NJ,8742,3306,34029711100,10,3,2,2,3
165,3004508,34027,3,1,2,5,2,0,2,2,0,1,572.0,WHIPPANY,,Hanover township,NJ,7981,3155,34027042000,9,2,3,2,2
166,3004548,36119,14,1,3,4,3,1,1,2,1,1,266.83333,LARCHMONT,NEW ROCHELLE CITY,New Rochelle city,NY,10538,2121,36119006700,4,3,2,3,3
167,3004565,36027,20,1,2,99,3,0,2,2,0,1,108.75,WAPPINGERS FALLS,MYERS CORNER CDP,Wappinger town,NY,12590,2407,36027190204,5,2,9,3,2
168,3004575,34029,15,1,3,6,3,1,2,3,0,1,266.25,FORKED RIVER,,Lacey township,NJ,8731,3294,34029732103,10,3,4,3,2
169,3004576,34025,2,1,1,8,2,0,1,1,0,1,450.5,AVON-BY-THE-SEA,AVON-BY-THE-SEA BOROUGH,Avon-by-the-Sea borough,NJ,7717,3234,34025808300,10,1,4,2,4
170,3004596,36081,12,2,1,5,1,0,1,1,0,1,49.7619,NEW YORK,NEW YORK CITY,Queens borough,NY,11360,529,36081099704,2,1,3,1,4
171,3004703,36061,6,2,1,4,0,0,0,0,0,1,292.53846,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10023,153,36061016100,1,1,2,0,6
172,3004717,34031,16,1,1,5,1,0,0,1,0,1,178.83333,WAYNE,,Wayne township,NJ,7470,2744,34031246002,7,1,3,1,6
173,3004725,36071,18,1,2,3,2,1,0,2,0,1,172.66667,GOSHEN,,Goshen town,NY,10924,2351,36071012100,5,2,2,2,6
174,3004738,34017,16,2,1,5,2,0,1,1,0,1,364.33333,NEW YORK,BAYONNE CITY,Bayonne city,NJ,7002,2816,34017010300,8,1,3,2,4
175,3004769,36059,5,1,1,7,1,0,1,1,0,1,428.33333,MERRICK,MERRICK CDP,Hempstead town,NY,11566,1784,36059415201,3,1,4,1,4
176,3004771,34025,10,1,3,6,2,1,2,2,1,1,443.8,KEANSBURG,,Hazlet township,NJ,7734,3246,34025802100,10,3,4,2,1
177,3004829,36059,13,1,2,6,4,0,2,2,0,1,225.22222,MERRICK,MERRICK CDP,Hempstead town,NY,11566,1781,36059415000,3,2,4,3,2
178,3004834,36103,16,1,2,7,2,0,2,2,0,1,176.6,OAKDALE,OAKDALE CDP,Islip town,NY,11769,1996,36103147601,3,2,4,2,2
179,3004872,36103,3,1,2,99,2,0,1,2,0,1,406.2,NORTHPORT,FORT SALONGA CDP,Huntington town,NY,11768,1869,36103110803,3,2,9,2,4
180,3004875,34035,13,1,5,6,2,3,1,2,3,1,93.33333,ROCKY HILL,ROCKY HILL BOROUGH,Rocky Hill borough,NJ,8553,3199,34035053901,9,4,4,2,3
181,3004900,36119,21,2,1,3,2,0,1,1,0,1,85.64286,BRIARCLIFF MANOR,BRIARCLIFF MANOR VILLAGE,Ossining town,NY,10510,2218,36119013202,4,1,2,2,4
182,3004918,36103,3,1,3,6,3,0,2,3,0,1,518.5,MANORVILLE,MANORVILLE CDP,Brookhaven town,NY,11949,2068,36103159412,3,3,4,3,2
183,3004926,36085,18,1,2,7,2,0,2,2,0,1,138.5,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10303,1564,36085030302,2,2,4,2,2
184,3004970,36103,16,1,3,6,2,1,2,2,1,1,81.16667,HUNTINGTON STATION,HUNTINGTON STATION CDP,Huntington town,NY,11746,1876,36103111401,3,3,4,2,1
185,3005003,9009,10,1,2,4,5,0,2,2,0,1,587.66667,NEW HAVEN,NEW HAVEN CITY,New Haven town,CT,6511,3409,9009141400,6,2,2,3,2
186,3005009,9009,2,1,1,5,1,0,1,1,0,1,320.33333,MERIDEN,MERIDEN CITY,Meriden town,CT,6451,3478,9009170700,6,1,3,1,4
187,3005010,36061,18,2,2,4,0,0,0,0,0,1,201.05,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10044,317,36061023801,1,2,2,0,6
188,3005033,36071,9,1,2,6,5,0,2,2,0,1,611.0,WASHINGTONVILLE,WASHINGTONVILLE VILLAGE,Blooming Grove town,NY,10992,2362,36071013201,5,2,4,3,2
189,3005073,36079,19,1,2,99,3,0,1,2,0,1,290.42857,LAKE PEEKSKILL,,Putnam Valley town,NY,10537,2310,36079010900,4,2,9,3,4
190,3005084,36005,21,2,1,3,0,0,1,1,0,1,117.875,BRONX,NEW YORK CITY,Bronx borough,NY,10470,1021,36005044200,2,1,2,0,4
191,3005103,36061,10,2,1,4,0,0,1,0,0,1,257.22222,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10030,245,36061022800,1,1,2,0,4
192,3005112,36061,10,2,1,4,0,0,1,1,0,1,414.06667,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10019,86,36061013900,1,1,2,0,4
193,3005166,34023,19,1,2,6,3,0,1,2,0,1,106.59091,EAST BRUNSWICK,,East Brunswick township,NJ,8816,3207,34023006500,9,2,4,3,4
194,3005201,36005,15,1,1,8,2,0,1,1,0,1,95.57143,BRONX,NEW YORK CITY,Bronx borough,NY,10471,903,36005032300,2,1,4,2,4
195,3005229,36061,11,2,1,6,0,0,1,1,0,1,876.0,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10014,41,36061007900,1,1,4,0,4
196,3005265,34029,20,1,4,6,4,0,1,4,0,1,203.0,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,8753,3289,34029722701,10,4,4,3,4
197,3005281,9001,1,1,5,8,2,3,2,2,3,1,669.5,FAIRFIELD,,Fairfield town,CT,6825,2532,9001060300,6,4,4,2,1
198,3005320,36103,12,2,1,1,1,0,0,1,0,1,240.6,WEST BABYLON,WYANDANCH CDP,Babylon town,NY,11704,1900,36103122501,3,1,1,1,6
199,3005332,34021,9,1,3,6,2,2,2,2,1,1,745.5,TRENTON,,Hamilton township,NJ,8629,3574,34021002701,12,3,4,2,1
200,3005350,36085,17,2,1,4,1,0,1,1,0,1,105.55556,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10301,1546,36085003900,2,1,2,1,4
201,3005387,34003,15,1,2,3,2,0,1,2,0,1,321.83333,WESTWOOD,OLD TAPPAN BOROUGH,Old Tappan borough,NJ,7675,2703,34003024100,7,2,2,2,4
202,3005463,34013,14,2,1,1,0,0,0,0,0,1,634.0,IRVINGTON,,Irvington township,NJ,7111,3035,34013013300,8,1,1,0,6
203,3005470,36119,11,2,1,7,1,0,1,1,0,1,258.0,TARRYTOWN,TARRYTOWN VILLAGE,Greenburgh town,NY,10591,2206,36119011400,4,1,4,1,4
204,3005498,36061,10,2,4,7,1,3,2,2,2,1,454.7,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10024,163,36061017100,1,4,4,1,1
205,3005531,34013,20,1,3,7,3,0,1,3,0,1,133.81818,LIVINGSTON,,Livingston township,NJ,7039,3109,34013020700,8,3,4,3,4
206,3005593,36103,16,1,4,5,2,2,1,2,2,1,279.125,OAKDALE,OAKDALE CDP,Islip town,NY,11769,1997,36103147602,3,4,3,2,3
207,3005632,36027,20,1,4,4,5,0,2,4,0,1,204.6,WAPPINGERS FALLS,,Poughkeepsie town,NY,12590,2404,36027140801,5,4,2,3,2
208,3005742,36047,3,2,3,3,0,0,2,0,1,1,1321.0,LEAVENWORTH,NEW YORK CITY,Brooklyn borough,NY,11211,1066,36047048100,2,3,2,0,1
209,3005773,36059,13,1,3,7,2,0,3,2,0,1,222.71429,VALLEY STREAM,VALLEY STREAM VILLAGE,Hempstead town,NY,11580,1731,36059410400,3,3,4,2,2
210,3005843,36081,9,2,1,1,0,0,0,0,0,1,196.63636,QUEENS,NEW YORK CITY,Queens borough,NY,11367,542,36081077905,2,1,1,0,6
211,3005845,36103,3,2,2,5,2,0,1,2,0,1,2452.0,MANORVILLE,MANORVILLE CDP,Brookhaven town,NY,11949,2069,36103159410,3,2,3,2,4
212,3005862,36047,8,2,2,2,0,0,0,1,0,1,395.0,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11214,1326,36047027800,2,2,1,0,6
213,3005914,34029,20,1,3,5,2,0,2,2,1,1,77.625,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,8755,3289,34029723000,10,3,3,2,1
214,3005964,34029,20,2,3,2,1,2,0,1,2,1,105.5,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,8755,3289,34029722001,10,3,1,1,5
215,3005966,36005,13,2,1,1,0,0,1,0,0,1,196.0,UNION,NEW YORK CITY,Bronx borough,NY,7083,843,36005023704,2,1,1,0,4
216,3006004,34029,1,1,2,8,3,0,1,2,0,1,1601.0,MANCHESTER TOWNSHIP,,Manchester township,NJ,8759,3300,34029720206,10,2,4,3,4
217,3006020,34039,17,2,1,1,0,0,0,0,0,1,443.6,NEW BRUNSWICK,ELIZABETH CITY,Elizabeth city,NJ,8901,3126,34039032001,8,1,1,0,6
218,3006085,34025,21,1,4,6,2,3,1,1,3,1,66.11111,MIDDLETOWN,,Middletown township,NJ,7748,3260,34025801200,10,4,4,2,3
219,3006086,34039,12,1,1,8,1,0,1,1,0,1,266.375,CRANFORD,,Cranford township,NJ,7016,3125,34039037000,8,1,4,1,4
220,3006087,34003,17,2,1,4,1,0,1,1,0,1,275.0,PARAMUS,PARAMUS BOROUGH,Paramus borough,NJ,7652,2706,34003042500,7,1,2,1,4
221,3006121,34037,14,2,2,6,2,0,2,2,0,1,645.0,FRANKLIN,FRANKLIN BOROUGH,Franklin borough,NJ,7416,3369,34037372800,11,2,4,2,2
222,3006140,36061,10,1,2,3,8,0,1,2,0,1,469.0,MAHOPAC,NEW YORK CITY,Manhattan borough,NY,10541,226,36061023300,1,2,2,3,4
223,3006177,36103,16,1,2,99,2,0,0,2,0,1,152.63636,SETAUKET- EAST SETAUKET,SETAUKET-EAST SETAUKET CDP,Brookhaven town,NY,11733,2004,36103158001,3,2,9,2,6
224,3006188,34003,17,1,2,4,2,0,2,2,0,1,170.54545,FAIR LAWN,FAIR LAWN BOROUGH,Fair Lawn borough,NJ,7410,2677,34003017400,7,2,2,2,2
225,3006215,36059,17,1,3,6,2,2,2,2,1,1,137.09091,LEVITTOWN,LEVITTOWN CDP,Hempstead town,NY,11756,1714,36059408600,3,3,4,2,1
226,3006223,34003,3,2,2,5,2,2,2,2,0,1,1768.0,RIDGEFIELD PARK,RIDGEFIELD PARK VILLAGE,Ridgefield Park village,NJ,7660,2710,34003046300,7,2,3,2,2
227,3006225,34029,15,2,1,1,0,0,0,1,0,1,380.57143,LAKEWOOD,LEISURE VILLAGE CDP,Lakewood township,NJ,8701,3296,34029715902,10,1,1,0,6
228,3006250,36061,10,2,2,6,1,0,1,2,0,1,297.42857,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10012,26,36061005501,1,2,4,1,4
229,3006294,34023,16,1,2,6,2,0,1,2,0,1,243.63636,NORTH BRUNSWICK TOWNSHIP,,North Brunswick township,NJ,8902,3217,34023006205,9,2,4,2,4
230,3006309,34003,15,1,1,3,1,0,1,1,0,1,196.15385,GLEN ROCK,GLEN ROCK BOROUGH,Glen Rock borough,NJ,7452,2682,34003022200,7,1,2,1,4
231,3006311,34003,17,1,2,3,1,0,0,1,0,1,211.1,BERGENFIELD,BERGENFIELD BOROUGH,Bergenfield borough,NJ,7621,2663,34003003300,7,2,2,1,6
232,3006332,36079,19,2,1,3,1,0,1,1,0,1,108.76471,HOLMES,,Kent town,NY,12531,2315,36079010500,4,1,2,1,4
233,3006342,9009,14,1,1,1,1,0,1,1,0,1,231.44444,SEYMOUR,,Seymour town,CT,6483,3394,9009130101,6,1,1,1,4
234,3006364,34023,17,1,4,6,1,1,1,2,2,1,341.42857,PARLIN,SAYREVILLE BOROUGH,Sayreville borough,NJ,8859,3222,34023007304,9,4,4,1,3
235,3006443,36005,15,1,2,4,2,0,0,2,0,1,95.57143,BRONX,NEW YORK CITY,Bronx borough,NY,10471,903,36005032300,2,2,2,2,6
236,3006475,34029,20,1,2,4,1,0,0,2,0,1,151.4,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,8755,3289,34029722001,10,2,2,1,6
237,3006480,34023,12,1,2,5,1,0,1,1,0,1,394.8,PERTH AMBOY,,Woodbridge township,NJ,8861,3228,34023003300,9,2,3,1,4
238,3006493,36047,8,2,3,8,0,2,1,1,1,1,190.07692,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11238,1260,36047021500,2,3,4,0,3
239,3006524,36087,15,1,2,5,4,0,1,2,0,1,286.6,NEW CITY,NEW CITY CDP,Clarkstown town,NY,10956,2273,36087010801,4,2,3,3,4
240,3006550,34041,17,1,3,4,3,0,1,3,0,1,569.5,PHILLIPSBURG,PHILLIPSBURG TOWN,Phillipsburg town,NJ,8865,3359,34041030900,11,3,2,3,4
241,3006555,36027,14,1,3,5,3,1,2,2,1,1,251.75,RED HOOK,,Red Hook town,NY,12571,2439,36027150005,5,3,3,3,1
242,3006570,34013,21,2,2,2,2,1,0,2,0,1,56.77778,CALDWELL,CALDWELL BOROUGH,Caldwell borough,NJ,7006,3121,34013021701,8,2,1,2,6
243,3006648,34027,3,2,1,3,1,0,0,1,0,1,1044.5,DOVER,DOVER TOWN,Dover town,NJ,7801,3152,34027044800,9,1,2,1,6
244,3006705,36005,15,2,1,1,0,0,0,0,0,1,241.0,BRONX,NEW YORK CITY,Bronx borough,NY,10473,940,36005008600,2,1,1,0,6
245,3006738,34029,15,2,4,4,1,2,1,2,2,1,152.5,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,8701,3296,34029715600,10,4,2,1,3
246,3006746,36103,16,1,1,4,1,0,0,1,0,1,540.4,PATCHOGUE,EAST PATCHOGUE CDP,Brookhaven town,NY,11772,2057,36103159102,3,1,2,1,6
247,3006764,36081,12,2,1,1,0,0,0,1,0,1,383.83333,QUEENS,NEW YORK CITY,Queens borough,NY,11691,736,36081100802,2,1,1,0,6
248,3006797,36005,19,2,1,2,0,0,0,0,0,1,165.68,BRONX,NEW YORK CITY,Bronx borough,NY,10475,941,36005046201,2,1,1,0,6
249,3006935,34017,16,2,1,3,1,0,0,1,0,1,398.0,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,7304,2792,34017004200,8,1,2,1,6
250,3006946,9001,16,2,2,6,2,0,2,2,0,1,137.44444,BRIDGEPORT,BRIDGEPORT CITY,Bridgeport town,CT,6604,2566,9001072100,6,2,4,2,2
251,3006996,36119,14,1,4,3,1,3,0,1,3,1,369.4,SCARSDALE,NEW ROCHELLE CITY,New Rochelle city,NY,10583,2122,36119006801,4,4,2,1,5
252,3007042,36061,10,2,2,5,1,0,1,2,0,1,288.0,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10002,48,36061001600,1,2,3,1,4
253,3007062,36047,3,2,1,99,0,0,1,1,0,1,371.25,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11215,1216,36047015500,2,1,9,0,4
254,3007098,36061,17,2,2,7,1,0,2,2,0,1,199.16667,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10012,33,36061005502,1,2,4,1,2
255,3007168,34017,16,1,7,6,2,4,1,2,5,1,317.77778,BAYONNE,BAYONNE CITY,Bayonne city,NJ,7002,2819,34017010600,8,4,4,2,3
256,3007219,9009,2,2,1,1,0,0,0,0,0,1,357.33333,NEW HAVEN,NEW HAVEN CITY,New Haven town,CT,6515,3406,9009141100,6,1,1,0,6
257,3007266,34035,6,1,2,7,1,0,2,1,0,1,781.0,SOMERSET,SOMERSET CDP,Franklin township,NJ,8873,3190,34035053102,9,2,4,1,2
258,3007270,34039,15,1,2,6,2,0,1,2,0,1,318.5,SCOTCH PLAINS,,Scotch Plains township,NJ,7076,3138,34039038602,8,2,4,2,4
259,3007279,34025,21,1,2,8,3,0,2,2,0,1,66.11111,MIDDLETOWN,,Middletown township,NJ,7748,3260,34025801200,10,2,4,3,2
260,3007287,36005,19,2,1,3,2,0,0,1,0,1,119.48077,BRONX,NEW YORK CITY,Bronx borough,NY,10475,941,36005046201,2,1,2,2,6
261,3007289,36005,7,2,1,1,0,0,0,0,0,1,313.5,BRONX,NEW YORK CITY,Bronx borough,NY,10452,814,36005021100,2,1,1,0,6
262,3007290,36087,15,2,1,5,1,0,0,1,0,1,739.66667,GARNERVILLE,WEST HAVERSTRAW VILLAGE,Haverstraw town,NY,10923,2270,36087010602,4,1,3,1,6
263,3007335,36119,14,2,1,6,1,0,1,1,0,1,685.5,HASTINGS-ON-HUDSON,HASTINGS-ON-HUDSON VILLAGE,Greenburgh town,NY,10706,2166,36119010300,4,1,4,1,4
264,3007360,36061,11,2,2,6,1,0,2,1,0,1,122.53333,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10025,176,36061019900,1,2,4,1,2
265,3007387,34025,14,1,2,99,2,0,2,2,0,1,247.57143,ASBURY PARK,,Ocean township,NJ,7712,3265,34025806501,10,2,9,2,2
266,3007423,36081,4,3,6,3,1,3,0,1,2,1,209.0,JAMAICA,NEW YORK CITY,Queens borough,NY,11432,549,36081045200,2,4,2,1,5
267,3007435,36061,10,2,3,7,0,0,3,2,0,1,355.09091,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10009,62,36061003400,1,3,4,0,2
268,3007477,36081,12,2,5,2,1,2,0,4,1,1,257.4,NEW YORK,NEW YORK CITY,Queens borough,NY,11432,552,36081047200,2,4,1,1,5
269,3007538,34017,16,2,2,6,1,0,2,2,0,1,244.25,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,7304,2797,34017004700,8,2,4,1,2
270,3007562,36047,8,2,1,4,0,0,1,1,0,1,208.77778,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11201,1082,36047000501,2,1,2,0,4
271,3007600,36081,12,1,2,2,2,0,0,2,0,1,95.0,NEW YORK,NEW YORK CITY,Queens borough,NY,11412,672,36081052000,2,2,1,2,6
272,3007686,36081,4,2,2,5,1,0,1,1,0,1,924.0,NEW YORK,NEW YORK CITY,Queens borough,NY,11374,481,36081071702,2,2,3,1,4
273,3007705,34003,3,1,3,5,2,0,2,2,1,1,1905.0,LYNDHURST,,Lyndhurst township,NJ,7071,2692,34003031200,7,3,3,2,1
274,3007713,34013,14,2,1,2,1,0,1,1,0,1,611.33333,NEWARK,NEWARK CITY,Newark city,NJ,7112,2948,34013004700,8,1,1,1,4
275,3007741,36081,12,1,3,8,2,1,3,2,0,1,186.28571,FRESH MEADOWS,NEW YORK CITY,Queens borough,NY,11366,559,36081133300,2,3,4,2,2
276,3007760,36087,17,1,4,6,3,1,2,4,0,1,169.5,BLAUVELT,BLAUVELT CDP,Orangetown town,NY,10913,2298,36087013003,4,4,4,3,2
277,3007762,36061,10,2,2,8,0,0,2,1,0,1,290.41667,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10013,20,36061004100,1,2,4,0,2
278,3007779,34003,17,1,1,3,2,0,1,1,0,1,181.25,ENGLEWOOD,ENGLEWOOD CITY,Englewood city,NJ,7631,2675,34003015200,7,1,2,2,4
279,3007809,36061,11,2,4,8,0,2,1,2,1,1,318.8,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10128,207,36061015802,1,4,4,0,3
280,3007843,34035,6,2,3,6,1,0,1,2,0,1,323.33333,SOMERVILLE,SOMERVILLE BOROUGH,Somerville borough,NJ,8876,3200,34035050400,9,3,4,1,4
281,3007849,34017,16,2,4,3,2,0,2,2,0,1,594.33333,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,7304,2789,34017004000,8,4,2,2,2
282,3007853,36071,9,1,3,3,3,0,2,3,0,1,320.33333,BLOOMINGBURG,,Crawford town,NY,12721,2340,36071010902,5,3,2,3,2
283,3007891,34023,12,1,5,6,3,2,2,2,3,1,234.0,MATAWAN,,Old Bridge township,NJ,7747,3218,34023007910,9,4,4,3,1
284,3007897,9001,13,1,2,5,3,0,2,2,0,1,436.0,STAMFORD,STAMFORD CITY,Stamford town,CT,6902,2486,9001022400,6,2,3,3,2
285,3007925,34017,19,2,2,5,2,0,2,2,0,1,115.73333,NORTH BERGEN,,North Bergen township,NJ,7047,2852,34017014502,8,2,3,2,2
286,3007985,36085,16,1,1,1,1,0,1,1,0,1,427.2,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10309,1620,36085019800,2,1,1,1,4
287,3008012,34035,6,1,1,5,1,0,1,1,0,1,362.25,SOMERVILLE,,Branchburg township,NJ,8876,3187,34035053604,9,1,3,1,4
288,3008057,34025,14,1,2,99,1,0,0,2,0,1,658.75,ASBURY PARK,,Ocean township,NJ,7712,3265,34025806501,10,2,9,1,6
289,3008088,34025,14,1,3,4,2,0,1,3,0,1,431.0,OAKHURST,,Ocean township,NJ,7755,3265,34025806400,10,3,2,2,4
290,3008126,34029,20,1,2,99,2,0,0,2,0,1,172.46667,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,8755,3289,34029722100,10,2,9,2,6
291,3008128,36119,11,2,2,3,1,0,0,1,0,1,388.66667,BRONXVILLE,YONKERS CITY,Yonkers city,NY,10708,2187,36119002202,4,2,2,1,6
292,3008137,34025,21,1,2,4,2,0,1,2,0,1,86.26667,RED BANK,,Middletown township,NJ,7701,3260,34025801300,10,2,2,2,4
293,3008139,36081,9,2,2,3,0,0,0,1,0,1,329.85714,NEW YORK,NEW YORK CITY,Queens borough,NY,11372,392,36081028100,2,2,2,0,6
294,3008143,36119,11,2,2,4,1,0,1,2,0,1,811.5,YONKERS,YONKERS CITY,Yonkers city,NY,10701,2183,36119000300,4,2,2,1,4
295,3008227,34029,1,1,2,3,1,0,0,2,0,1,1039.5,MANAHAWKIN,BEACH HAVEN WEST CDP,Stafford township,NJ,8050,3312,34029735103,10,2,2,1,6
296,3008255,34003,15,1,4,7,3,2,1,2,2,1,196.15385,GLEN ROCK,GLEN ROCK BOROUGH,Glen Rock borough,NJ,7452,2682,34003022200,7,4,4,3,3
297,3008271,34027,17,1,2,99,2,0,1,2,0,1,119.55556,MILLINGTON,,Long Hill township,NJ,7946,3173,34027044101,9,2,9,2,4
298,3008325,34027,20,1,2,7,2,0,2,1,0,1,157.8,MORRIS PLAINS,,Parsippany-Troy Hills township,NJ,7950,3172,34027041604,9,2,4,2,2
299,3008328,34039,21,1,1,3,1,0,0,1,0,1,92.2963,BERKELEY HEIGHTS,,Berkeley Heights township,NJ,7922,3123,34039038202,8,1,2,1,6
300,3008407,36047,8,2,1,1,0,0,0,1,0,1,252.5,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11201,1083,36047000700,2,1,1,0,6
301,3008410,34029,13,1,3,5,2,0,2,2,0,1,225.0,BRICK TOWNSHIP,,Brick township,NJ,8723,3288,34029714300,10,3,3,2,2
302,3008419,36119,17,2,2,4,2,0,2,2,0,1,317.375,YONKERS,YONKERS CITY,Yonkers city,NY,10701,2192,36119000600,4,2,2,2,2
303,3008430,36085,18,1,1,1,1,0,0,1,0,1,199.13333,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10312,1615,36085017010,2,1,1,1,6
304,3008434,36119,14,2,3,99,2,1,2,2,1,1,267.125,PEEKSKILL,PEEKSKILL CITY,Peekskill city,NY,10566,2223,36119014400,4,3,9,2,1
305,3008456,34023,4,1,1,3,1,0,1,1,0,1,472.0,MONROE TOWNSHIP,WHITTINGHAM CDP,Monroe township,NJ,8831,3215,34023008207,9,1,2,1,4
306,3008458,36103,16,1,2,3,2,1,1,2,0,1,207.375,CORAM,CORAM CDP,Brookhaven town,NY,11727,2028,36103158315,3,2,2,2,4
307,3008527,36085,13,1,3,3,2,0,1,2,0,1,884.33333,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10314,1579,36085029103,2,3,2,2,4
308,3008548,36061,20,2,1,2,0,0,1,1,0,1,154.3,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10009,69,36061003200,1,1,1,0,4
309,3008555,36059,18,2,1,5,1,0,1,1,0,1,226.0,LONG BEACH,LONG BEACH CITY,Long Beach city,NY,11561,1799,36059416802,3,1,3,1,4
310,3008565,34039,21,1,4,99,2,2,1,2,2,1,65.93333,BERKELEY HEIGHTS,,Berkeley Heights township,NJ,7922,3123,34039038201,8,4,9,2,3
311,3008573,36061,10,2,1,3,0,0,1,1,0,1,145.05263,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10023,149,36061015300,1,1,2,0,4
312,3008633,36005,19,2,2,1,0,0,0,1,0,1,165.68,BRONX,NEW YORK CITY,Bronx borough,NY,10475,941,36005046201,2,2,1,0,6
313,3008637,9001,1,2,2,3,2,0,1,2,0,1,2756.0,SHELTON,SHELTON CITY,Shelton town,CT,6484,2617,9001110301,6,2,2,2,4
314,3008683,34035,18,1,2,3,2,0,1,2,0,1,117.5625,WARREN,,Warren township,NJ,7059,3202,34035052201,9,2,2,2,4
315,3008688,36119,2,1,3,6,3,1,2,2,1,1,541.0,RYE,HARRISON VILLAGE,Harrison town,NY,10580,2142,36119008500,4,3,4,3,1
316,3008725,34019,15,1,3,6,3,0,2,3,0,1,211.4,CLINTON,CLINTON TOWN,Clinton town,NJ,8809,3319,34019010801,11,3,4,3,2
317,3008748,34025,21,1,2,5,2,0,2,2,0,1,86.26667,RED BANK,,Middletown township,NJ,7701,3260,34025801300,10,2,3,2,2
318,3008787,36027,18,1,1,4,1,0,1,1,0,1,122.2381,POUGHKEEPSIE,,Poughkeepsie town,NY,12603,2399,36027140300,5,1,2,1,4
319,3008806,34031,16,1,2,99,2,0,1,2,0,1,178.83333,WAYNE,,Wayne township,NJ,7470,2744,34031246002,7,2,9,2,4
320,3008817,34031,13,1,2,8,8,0,1,2,0,1,228.2,HAWTHORNE,HAWTHORNE BOROUGH,Hawthorne borough,NJ,7506,2734,34031143300,7,2,4,3,4
321,3008827,34041,17,1,1,1,0,0,0,1,0,1,217.0,HACKETTSTOWN,,Allamuchy township,NJ,7840,3341,34041031302,11,1,1,0,6
322,3008900,9001,13,1,4,7,4,0,4,4,0,1,476.8,MONROE,,Monroe town,CT,6468,2611,9001100200,6,4,4,3,2
323,3008932,36079,21,1,2,6,3,0,0,2,0,1,67.74419,BREWSTER,,Southeast town,NY,10509,2304,36079011800,4,2,4,3,6
324,3008945,36081,12,1,4,5,4,2,1,2,2,1,159.66667,CAMBRIA HEIGHTS,NEW YORK CITY,Queens borough,NY,11411,714,36081061200,2,4,3,3,3
325,3008948,9001,13,2,1,3,1,0,1,1,0,1,334.66667,SOUTHPORT,SOUTHPORT CDP,Fairfield town,CT,6890,2535,9001060600,6,1,2,1,4
